,Game ID,Date,Team,Score,Possession - Overall,Possession - 1st half,Possession - 2nd half,Tries,Conversions,Penalties,Metres,Defenders Beaten,Clean breaks,Gain line Carries,Passes,Offloads,Turnovers won,Kicks from Hand,Rucks Won,Tackles Made,Tackles Missed,Goal Kicks Successful,Goal Kicks Attempted,Rucks Successful,Total Rucks,Lineouts Successful,Lineouts Thrown,Scrums Successful,Scrums Total,Penalties Conceded Own Half,Penalties Conceded Opp Half,Yellow Cards,Red Cards,% Rucks Successful,% Goal kicks Successful,% Scrums Successful,% Tackle Successful,Outcome
46,87858,27-Sep-2023,Uruguay,10.0,12.0,2.0,22.0,3.0,2.0,-3.0,15.0,16.0,3.0,9.0,1.0,3.0,-1.0,4.0,0.0,-13.0,-16.0,-1.0,0.0,0.0,0.0,3.0,4.0,6.0,5.0,-7.0,-1.0,-1.0,-1.0,0.0,-0.16666666666666663,0.19999999999999996,0.07649769585253463,1.0
47,87858,27-Sep-2023,Namibia,-10.0,-12.0,-2.0,-22.0,-3.0,-2.0,3.0,-15.0,-16.0,-3.0,-9.0,-1.0,-3.0,1.0,-4.0,0.0,13.0,16.0,1.0,0.0,0.0,0.0,-3.0,-4.0,-6.0,-5.0,7.0,1.0,1.0,1.0,0.0,0.16666666666666663,-0.19999999999999996,-0.07649769585253463,0.0
48,87857,24-Sep-2023,Wales,34.0,4.0,-18.0,34.0,3.0,2.0,4.0,-41.0,-4.0,1.0,-4.0,-10.0,-3.0,1.0,6.0,-6.0,17.0,4.0,6.0,8.0,-6.0,-6.0,10.0,9.0,5.0,5.0,-2.0,-1.0,0.0,0.0,-0.001159420289855162,-0.19999999999999996,0.0,-0.010836330935251826,1.0
49,87857,24-Sep-2023,Australia,-34.0,-4.0,18.0,-34.0,-3.0,-2.0,-4.0,41.0,4.0,-1.0,4.0,10.0,3.0,-1.0,-6.0,6.0,-17.0,-4.0,-6.0,-8.0,6.0,6.0,-10.0,-9.0,-5.0,-5.0,2.0,1.0,0.0,0.0,0.001159420289855162,0.19999999999999996,0.0,0.010836330935251826,0.0
50,87856,24-Sep-2023,Scotland,28.0,16.0,18.0,14.0,5.0,3.0,-1.0,377.0,35.0,13.0,23.0,109.0,8.0,-1.0,1.0,31.0,-43.0,-35.0,2.0,4.0,31.0,32.0,14.0,14.0,-4.0,-5.0,-5.0,3.0,-1.0,-1.0,0.008568443051201746,-0.2857142857142857,-0.019230769230769273,0.1337680136218281,1.0
51,87856,24-Sep-2023,Tonga,-28.0,-16.0,-18.0,-14.0,-5.0,-3.0,1.0,-377.0,-35.0,-13.0,-23.0,-109.0,-8.0,1.0,-1.0,-31.0,43.0,35.0,-2.0,-4.0,-31.0,-32.0,-14.0,-14.0,4.0,5.0,5.0,-3.0,1.0,1.0,-0.008568443051201746,0.2857142857142857,0.019230769230769273,-0.1337680136218281,0.0
52,87855,23-Sep-2023,South Africa,-5.0,2.0,-16.0,20.0,0.0,-1.0,-1.0,165.0,3.0,0.0,9.0,-8.0,2.0,-6.0,-4.0,-12.0,15.0,-3.0,-2.0,2.0,-12.0,-9.0,-4.0,-8.0,4.0,4.0,-1.0,3.0,0.0,0.0,-0.049274255156608215,-0.8,0.10389610389610393,0.032101701115785586,0.0
53,87855,23-Sep-2023,Ireland,5.0,-2.0,16.0,-20.0,0.0,1.0,1.0,-165.0,-3.0,0.0,-9.0,8.0,-2.0,6.0,4.0,12.0,-15.0,3.0,2.0,-2.0,12.0,9.0,4.0,8.0,-4.0,-4.0,1.0,-3.0,0.0,0.0,0.049274255156608215,0.8,-0.10389610389610393,-0.032101701115785586,1.0
54,87854,23-Sep-2023,England,71.0,16.0,40.0,-8.0,11.0,8.0,0.0,429.0,10.0,12.0,54.0,102.0,0.0,5.0,11.0,18.0,-37.0,-10.0,8.0,10.0,18.0,18.0,1.0,-2.0,5.0,5.0,-2.0,1.0,-1.0,0.0,0.009233926128591197,0.7272727272727273,0.13888888888888884,0.017906336088154284,1.0
55,87854,23-Sep-2023,Chile,-71.0,-16.0,-40.0,8.0,-11.0,-8.0,0.0,-429.0,-10.0,-12.0,-54.0,-102.0,0.0,-5.0,-11.0,-18.0,37.0,10.0,-8.0,-10.0,-18.0,-18.0,-1.0,2.0,-5.0,-5.0,2.0,-1.0,1.0,0.0,-0.009233926128591197,-0.7272727272727273,-0.13888888888888884,-0.017906336088154284,0.0
58,87852,22-Sep-2023,Argentina,9.0,22.0,26.0,20.0,0.0,0.0,3.0,256.0,26.0,0.0,46.0,94.0,4.0,-4.0,-1.0,38.0,-60.0,-26.0,3.0,2.0,38.0,39.0,8.0,5.0,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.015056179775280842,0.33333333333333337,0.2222222222222222,0.09887669801462906,1.0
59,87852,22-Sep-2023,Samoa,-9.0,-22.0,-26.0,-20.0,0.0,0.0,-3.0,-256.0,-26.0,0.0,-46.0,-94.0,-4.0,4.0,1.0,-38.0,60.0,26.0,-3.0,-2.0,-38.0,-39.0,-8.0,-5.0,-2.0,0.0,1.0,1.0,1.0,0.0,-0.015056179775280842,-0.33333333333333337,-0.2222222222222222,-0.09887669801462906,0.0
60,87851,21-Sep-2023,France,96.0,4.0,2.0,6.0,14.0,12.0,0.0,437.0,20.0,18.0,25.0,31.0,8.0,5.0,12.0,-37.0,60.0,-20.0,12.0,12.0,-37.0,-38.0,12.0,11.0,-2.0,-4.0,-5.0,-3.0,-1.0,-1.0,0.0011904761904761862,0.9230769230769232,0.2222222222222222,0.24509803921568607,1.0
61,87851,21-Sep-2023,Namibia,-96.0,-4.0,-2.0,-6.0,-14.0,-12.0,0.0,-437.0,-20.0,-18.0,-25.0,-31.0,-8.0,-5.0,-12.0,37.0,-60.0,20.0,-12.0,-12.0,37.0,38.0,-12.0,-11.0,2.0,4.0,5.0,3.0,1.0,1.0,-0.0011904761904761862,-0.9230769230769232,-0.2222222222222222,-0.24509803921568607,0.0
62,87850,20-Sep-2023,Italy,21.0,2.0,-16.0,16.0,3.0,4.0,1.0,82.0,6.0,-1.0,18.0,62.0,5.0,-2.0,-3.0,-1.0,17.0,-6.0,5.0,3.0,-1.0,4.0,3.0,3.0,5.0,6.0,-1.0,-1.0,1.0,0.0,-0.059099437148217526,0.6666666666666667,0.08333333333333337,0.05066225165562921,1.0
63,87850,20-Sep-2023,Uruguay,-21.0,-2.0,16.0,-16.0,-3.0,-4.0,-1.0,-82.0,-6.0,1.0,-18.0,-62.0,-5.0,2.0,3.0,1.0,-17.0,6.0,-5.0,-3.0,1.0,-4.0,-3.0,-3.0,-5.0,-6.0,1.0,1.0,-1.0,0.0,0.059099437148217526,-0.6666666666666667,-0.08333333333333337,-0.05066225165562921,0.0
64,87849,17-Sep-2023,England,22.0,32.0,22.0,40.0,4.0,4.0,-2.0,209.0,10.0,3.0,30.0,71.0,1.0,-7.0,5.0,45.0,-91.0,-10.0,2.0,3.0,45.0,47.0,2.0,1.0,3.0,4.0,-2.0,2.0,0.0,0.0,-0.011229946524064172,-0.1428571428571429,-0.03896103896103886,-0.02311777569509521,1.0
65,87849,17-Sep-2023,Japan,-22.0,-32.0,-22.0,-40.0,-4.0,-4.0,2.0,-209.0,-10.0,-3.0,-30.0,-71.0,-1.0,7.0,-5.0,-45.0,91.0,10.0,-2.0,-3.0,-45.0,-47.0,-2.0,-1.0,-3.0,-4.0,2.0,-2.0,0.0,0.0,0.011229946524064172,0.1428571428571429,0.03896103896103886,0.02311777569509521,0.0
66,87848,17-Sep-2023,Australia,-7.0,-2.0,-12.0,10.0,1.0,0.0,-4.0,-14.0,-2.0,1.0,8.0,-7.0,1.0,-7.0,5.0,4.0,-32.0,2.0,-4.0,-5.0,4.0,9.0,-1.0,-7.0,-3.0,-6.0,3.0,8.0,0.0,0.0,-0.07407407407407396,-0.08333333333333337,0.1636363636363637,-0.06166859949519066,0.0
67,87848,17-Sep-2023,Fiji,7.0,2.0,12.0,-10.0,-1.0,0.0,4.0,14.0,2.0,-1.0,-8.0,7.0,-1.0,7.0,-5.0,-4.0,32.0,-2.0,4.0,5.0,-4.0,-9.0,1.0,7.0,3.0,6.0,-3.0,-8.0,0.0,0.0,0.07407407407407396,0.08333333333333337,-0.1636363636363637,0.06166859949519066,1.0
68,87847,17-Sep-2023,South Africa,76.0,20.0,16.0,22.0,12.0,7.0,0.0,564.0,16.0,10.0,33.0,52.0,11.0,7.0,8.0,2.0,14.0,-16.0,7.0,10.0,2.0,-7.0,7.0,3.0,3.0,2.0,-2.0,-9.0,0.0,0.0,0.1271622253389435,0.6363636363636364,0.25,0.10634950018511669,1.0
69,87847,17-Sep-2023,Romania,-76.0,-20.0,-16.0,-22.0,-12.0,-7.0,0.0,-564.0,-16.0,-10.0,-33.0,-52.0,-11.0,-7.0,-8.0,-2.0,-14.0,16.0,-7.0,-10.0,-2.0,7.0,-7.0,-3.0,-3.0,-2.0,2.0,9.0,0.0,0.0,-0.1271622253389435,-0.6363636363636364,-0.25,-0.10634950018511669,0.0
70,87846,16-Sep-2023,Ireland,43.0,22.0,14.0,30.0,7.0,7.0,-2.0,307.0,23.0,5.0,33.0,90.0,0.0,-3.0,6.0,31.0,-58.0,-23.0,5.0,5.0,31.0,34.0,17.0,14.0,-3.0,-3.0,-1.0,-2.0,1.0,0.0,-0.014349489795918435,0.0,0.0,0.07421768086853398,1.0
71,87846,16-Sep-2023,Tonga,-43.0,-22.0,-14.0,-30.0,-7.0,-7.0,2.0,-307.0,-23.0,-5.0,-33.0,-90.0,0.0,3.0,-6.0,-31.0,58.0,23.0,-5.0,-5.0,-31.0,-34.0,-17.0,-14.0,3.0,3.0,1.0,2.0,-1.0,0.0,0.014349489795918435,0.0,0.0,-0.07421768086853398,0.0
72,87845,16-Sep-2023,Wales,20.0,14.0,14.0,14.0,3.0,4.0,-1.0,263.0,13.0,-1.0,37.0,9.0,3.0,-2.0,-3.0,29.0,-44.0,-13.0,3.0,0.0,29.0,30.0,-3.0,0.0,3.0,3.0,-3.0,3.0,1.0,-1.0,-0.0014285714285714457,0.75,0.08333333333333337,0.03642987249544616,1.0
73,87845,16-Sep-2023,Portugal,-20.0,-14.0,-14.0,-14.0,-3.0,-4.0,1.0,-263.0,-13.0,1.0,-37.0,-9.0,-3.0,2.0,3.0,-29.0,44.0,13.0,-3.0,0.0,-29.0,-30.0,3.0,0.0,-3.0,-3.0,3.0,-3.0,-1.0,1.0,0.0014285714285714457,-0.75,-0.08333333333333337,-0.03642987249544616,0.0
74,87844,16-Sep-2023,Samoa,33.0,2.0,-2.0,6.0,4.0,2.0,3.0,102.0,-11.0,2.0,21.0,41.0,5.0,7.0,6.0,-12.0,10.0,11.0,5.0,7.0,-12.0,-16.0,5.0,5.0,2.0,3.0,-5.0,-3.0,0.0,0.0,0.04659832246039142,-0.2222222222222222,-0.05555555555555558,-0.06374269005847955,1.0
75,87844,16-Sep-2023,Chile,-33.0,-2.0,2.0,-6.0,-4.0,-2.0,-3.0,-102.0,11.0,-2.0,-21.0,-41.0,-5.0,-7.0,-6.0,12.0,-10.0,-11.0,-5.0,-7.0,12.0,16.0,-5.0,-5.0,-2.0,-3.0,5.0,3.0,0.0,0.0,-0.04659832246039142,0.2222222222222222,0.05555555555555558,0.06374269005847955,0.0
76,87843,15-Sep-2023,New Zealand,68.0,28.0,44.0,14.0,11.0,8.0,-1.0,521.0,35.0,21.0,53.0,133.0,8.0,0.0,12.0,23.0,-46.0,-35.0,7.0,10.0,23.0,22.0,-2.0,-7.0,1.0,1.0,4.0,1.0,0.0,1.0,0.046869409660107664,-0.2727272727272727,0.033333333333333326,0.15481373971940005,1.0
77,87843,15-Sep-2023,Namibia,-68.0,-28.0,-44.0,-14.0,-11.0,-8.0,1.0,-521.0,-35.0,-21.0,-53.0,-133.0,-8.0,0.0,-12.0,-23.0,46.0,35.0,-7.0,-10.0,-23.0,-22.0,2.0,7.0,-1.0,-1.0,-4.0,-1.0,0.0,-1.0,-0.046869409660107664,0.2727272727272727,-0.033333333333333326,-0.15481373971940005,0.0
78,87842,14-Sep-2023,France,15.0,4.0,32.0,-22.0,1.0,2.0,2.0,139.0,-5.0,-1.0,10.0,-20.0,7.0,-4.0,9.0,-16.0,4.0,5.0,4.0,4.0,-16.0,-13.0,-7.0,-10.0,4.0,4.0,-4.0,3.0,1.0,0.0,-0.06403659233847903,0.33333333333333337,0.1367521367521367,-0.03471118177000532,1.0
79,87842,14-Sep-2023,Uruguay,-15.0,-4.0,-32.0,22.0,-1.0,-2.0,-2.0,-139.0,5.0,1.0,-10.0,20.0,-7.0,4.0,-9.0,16.0,-4.0,-5.0,-4.0,-4.0,16.0,13.0,7.0,10.0,-4.0,-4.0,4.0,-3.0,-1.0,0.0,0.06403659233847903,-0.33333333333333337,-0.1367521367521367,0.03471118177000532,0.0
80,87841,10-Sep-2023,Wales,6.0,-22.0,-16.0,-28.0,0.0,0.0,2.0,-259.0,-11.0,0.0,-42.0,-63.0,0.0,7.0,7.0,-90.0,183.0,11.0,2.0,2.0,-90.0,-89.0,-2.0,-2.0,-4.0,-6.0,7.0,1.0,0.0,0.0,-0.08126036484245436,0.11428571428571432,0.050000000000000044,0.1288449290022854,1.0
81,87841,10-Sep-2023,Fiji,-6.0,22.0,16.0,28.0,0.0,0.0,-2.0,259.0,11.0,0.0,42.0,63.0,0.0,-7.0,-7.0,90.0,-183.0,-11.0,-2.0,-2.0,90.0,89.0,2.0,2.0,4.0,6.0,-7.0,-1.0,0.0,0.0,0.08126036484245436,-0.11428571428571432,-0.050000000000000044,-0.1288449290022854,0.0
82,87840,10-Sep-2023,South Africa,15.0,8.0,8.0,10.0,2.0,1.0,1.0,373.0,-5.0,1.0,29.0,-6.0,-2.0,-3.0,-1.0,8.0,-30.0,5.0,2.0,6.0,8.0,6.0,-2.0,-5.0,-2.0,-5.0,-1.0,-2.0,0.0,0.0,0.03510436432637565,-0.5714285714285715,0.13095238095238093,-0.07319819819819817,1.0
83,87840,10-Sep-2023,Scotland,-15.0,-8.0,-8.0,-10.0,-2.0,-1.0,-1.0,-373.0,5.0,-1.0,-29.0,6.0,2.0,3.0,1.0,-8.0,30.0,-5.0,-2.0,-6.0,-8.0,-6.0,2.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,-0.03510436432637565,0.5714285714285715,-0.13095238095238093,0.07319819819819817,0.0
84,87839,10-Sep-2023,Japan,30.0,-12.0,-12.0,-12.0,4.0,5.0,0.0,-63.0,-7.0,0.0,3.0,5.0,-4.0,1.0,6.0,-33.0,50.0,7.0,5.0,4.0,-33.0,-34.0,1.0,-3.0,7.0,7.0,-5.0,2.0,-1.0,0.0,-0.009427325172365109,0.5,0.11666666666666659,0.013603862939920108,1.0
85,87839,10-Sep-2023,Chile,-30.0,12.0,12.0,12.0,-4.0,-5.0,0.0,63.0,7.0,0.0,-3.0,-5.0,4.0,-1.0,-6.0,33.0,-50.0,-7.0,-5.0,-4.0,33.0,34.0,-1.0,3.0,-7.0,-7.0,5.0,-2.0,1.0,0.0,0.009427325172365109,-0.5,-0.11666666666666659,-0.013603862939920108,0.0
86,87838,9-Sep-2023,England,17.0,0.0,8.0,-8.0,-1.0,-1.0,5.0,-74.0,-15.0,-2.0,-11.0,-50.0,-4.0,3.0,22.0,-22.0,59.0,15.0,4.0,5.0,-22.0,-27.0,-4.0,-8.0,7.0,9.0,-3.0,-3.0,-1.0,1.0,0.05443201376936324,0.08333333333333337,0.2272727272727273,-0.042173717081965045,1.0
87,87838,9-Sep-2023,Argentina,-17.0,0.0,-8.0,8.0,1.0,1.0,-5.0,74.0,15.0,2.0,11.0,50.0,4.0,-3.0,-22.0,22.0,-59.0,-15.0,-4.0,-5.0,22.0,27.0,4.0,8.0,-7.0,-9.0,3.0,3.0,1.0,-1.0,-0.05443201376936324,-0.08333333333333337,-0.2272727272727273,0.042173717081965045,0.0
88,87837,9-Sep-2023,Australia,20.0,14.0,26.0,2.0,2.0,2.0,2.0,162.0,-5.0,4.0,34.0,52.0,1.0,4.0,5.0,52.0,-92.0,5.0,4.0,4.0,52.0,49.0,4.0,4.0,2.0,3.0,-2.0,-4.0,-1.0,0.0,0.08554964539007093,0.19047619047619047,-0.11111111111111116,-0.15034677324556245,1.0
89,87837,9-Sep-2023,Georgia,-20.0,-14.0,-26.0,-2.0,-2.0,-2.0,-2.0,-162.0,5.0,-4.0,-34.0,-52.0,-1.0,-4.0,-5.0,-52.0,92.0,-5.0,-4.0,-4.0,-52.0,-49.0,-4.0,-4.0,-2.0,-3.0,2.0,4.0,1.0,0.0,-0.08554964539007093,-0.19047619047619047,0.11111111111111116,0.15034677324556245,0.0
90,87836,9-Sep-2023,Ireland,74.0,34.0,14.0,52.0,11.0,11.0,-1.0,786.0,29.0,18.0,82.0,232.0,26.0,2.0,-6.0,61.0,-100.0,-29.0,10.0,10.0,61.0,60.0,0.0,2.0,0.0,0.0,-5.0,-2.0,-1.0,0.0,0.06940371456500483,0.41666666666666663,0.0,0.049411764705882266,1.0
91,87836,9-Sep-2023,Romania,-74.0,-34.0,-14.0,-52.0,-11.0,-11.0,1.0,-786.0,-29.0,-18.0,-82.0,-232.0,-26.0,-2.0,6.0,-61.0,100.0,29.0,-10.0,-10.0,-61.0,-60.0,0.0,-2.0,0.0,0.0,5.0,2.0,1.0,0.0,-0.06940371456500483,-0.41666666666666663,0.0,-0.049411764705882266,0.0
92,87835,9-Sep-2023,Italy,44.0,4.0,-6.0,12.0,6.0,7.0,0.0,402.0,29.0,9.0,26.0,37.0,9.0,-1.0,-7.0,-20.0,22.0,-29.0,7.0,5.0,-20.0,-19.0,11.0,9.0,0.0,0.0,1.0,-5.0,-1.0,0.0,-0.027479091995220806,0.6666666666666667,0.0,0.19192064404830356,1.0
93,87835,9-Sep-2023,Namibia,-44.0,-4.0,6.0,-12.0,-6.0,-7.0,0.0,-402.0,-29.0,-9.0,-26.0,-37.0,-9.0,1.0,7.0,20.0,-22.0,29.0,-7.0,-5.0,20.0,19.0,-11.0,-9.0,0.0,0.0,-1.0,5.0,1.0,0.0,0.027479091995220806,-0.6666666666666667,0.0,-0.19192064404830356,0.0
94,87834,8-Sep-2023,France,14.0,-2.0,-12.0,6.0,0.0,1.0,4.0,-182.0,-16.0,2.0,-26.0,-46.0,4.0,3.0,5.0,-20.0,42.0,16.0,5.0,6.0,-20.0,-21.0,3.0,3.0,-1.0,-2.0,-5.0,-3.0,-1.0,0.0,-0.005296610169491567,0.3333333333333333,0.08571428571428574,-0.04482777564137774,1.0
95,87834,8-Sep-2023,New Zealand,-14.0,2.0,12.0,-6.0,0.0,-1.0,-4.0,182.0,16.0,-2.0,26.0,46.0,-4.0,-3.0,-5.0,20.0,-42.0,-16.0,-5.0,-6.0,20.0,21.0,-3.0,-3.0,1.0,2.0,5.0,3.0,1.0,0.0,0.005296610169491567,-0.3333333333333333,-0.08571428571428574,0.04482777564137774,0.0
